year,population,males,females,births,deaths,infant_deaths,conflicts,bonds_formed,bonds_dissolved,resource_gini,status_gini,reproductive_skew,mating_inequality,unmated_male_pct,unmated_female_pct,elite_repro_advantage,child_survival_rate,pair_bonded_pct,violence_rate,pop_growth_rate,avg_resources,avg_status,avg_health,avg_age,avg_aggression,avg_cooperation,avg_lifespan,scarcity,civilization_stability,social_cohesion,seed,scenario
42,1095,564,531,38,49,11,50,49,17,0.23061911261628687,0.14914589146762824,0.565272069100553,0.5774755927475592,0.2676470588235294,0.2268370607028754,749.2307692307692,0.7755102040816326,0.4484018264840183,0.045662100456621,-0.012623985572587917,2.9177634746534244,0.8300768011501323,0.5446138999751567,17.60456621004566,0.5149171733580047,0.5068581554863283,25.836734693877553,0.0,0.6838968662122341,0.5526062758931615,42,ENFORCED_MONOGAMY
43,1102,570,532,53,45,14,39,39,18,0.23750050891097496,0.1606823157940287,0.5489147493727646,0.5632109118951223,0.2631578947368421,0.19805194805194806,736.9230769230769,0.7910447761194029,0.4528130671506352,0.03539019963702359,0.006392694063926941,3.254847246984144,0.818720762378096,0.557909299246865,17.266787658802176,0.5143411929171141,0.5067204073365269,30.666666666666668,0.0,0.7214904469286427,0.5669349868910536,42,ENFORCED_MONOGAMY
44,1102,570,532,56,52,15,40,42,25,0.23788247632029225,0.16813096256552118,0.5287419852852222,0.5465972574911124,0.2545454545454545,0.16498316498316498,738.7096774193548,0.7887323943661971,0.4482758620689655,0.036297640653357534,0.0,3.692767393788789,0.8112214348706284,0.5695575049777204,17.006352087114337,0.5134643712738343,0.5088028487597037,27.115384615384617,0.0,0.7124015216577994,0.5650456404113224,42,ENFORCED_MONOGAMY
45,1097,566,531,37,41,16,41,32,15,0.23440795118636437,0.15906611334234433,0.5188135393324684,0.5396526597036677,0.2391304347826087,0.16319444444444445,722.9508196721312,0.6981132075471698,0.4430264357338195,0.037374658158614404,-0.004537205081669692,3.4315997215829217,0.8195963580210862,0.5721827712798898,16.971741112123976,0.5136797931815791,0.508674230600776,30.073170731707318,0.0,0.6835014846900013,0.5618106220488792,42,ENFORCED_MONOGAMY
46,1078,551,527,34,48,12,51,28,17,0.22119550720686632,0.15150337140889336,0.5072502818107743,0.5194987561222109,0.24671052631578946,0.1773049645390071,696.551724137931,0.7391304347826086,0.42764378478664195,0.04730983302411874,-0.01731996353691887,3.525033770096448,0.8266744210120568,0.5780706964449835,16.835807050092765,0.5135286321664121,0.5089256347248027,31.104166666666668,0.0,0.6664053618991783,0.5441082872850973,42,ENFORCED_MONOGAMY
47,1064,538,526,37,49,16,32,36,17,0.21347573611018067,0.14669080524975042,0.5063955896367724,0.5252284305005255,0.24496644295302014,0.17921146953405018,689.4736842105262,0.6981132075471698,0.4266917293233083,0.03007518796992481,-0.012987012987012988,4.02055884023265,0.8321319835181781,0.5826669725687418,16.93233082706767,0.513057293713121,0.5095002467348959,24.46938775510204,0.0,0.6877371191213524,0.5655482189947103,42,ENFORCED_MONOGAMY
48,1048,528,520,44,55,12,40,35,17,0.22777810146086552,0.15336283805407125,0.49674345501154127,0.5051897983392644,0.2277580071174377,0.19494584837545126,667.2727272727273,0.7857142857142857,0.4198473282442748,0.03816793893129771,-0.015037593984962405,3.436855935984409,0.8252647129446039,0.5949758914631504,16.599236641221374,0.5130231939393152,0.5104442550731553,30.545454545454547,0.0,0.6915605479911305,0.5534143432506362,42,ENFORCED_MONOGAMY
49,1074,540,534,65,38,15,33,39,17,0.23106191408718257,0.17143447831603975,0.4812917535139758,0.5065359477124183,0.23529411764705882,0.1906474820143885,682.1428571428571,0.8125,0.41527001862197394,0.030726256983240222,0.02480916030534351,4.529361066985612,0.808477910865478,0.6086756901038644,16.299813780260706,0.5101658561923392,0.511474390539971,25.842105263157894,0.0,0.7479228948063428,0.561526441504629,42,ENFORCED_MONOGAMY
50,1093,550,543,60,37,23,40,31,10,0.2502231972439386,0.17997135045545498,0.4639674051438758,0.48781711037739783,0.19014084507042253,0.17689530685920576,696.4285714285714,0.7228915662650602,0.41903019213174747,0.036596523330283626,0.017690875232774673,3.9592878390409036,0.7995318783713186,0.6184765889558514,16.12259835315645,0.5104032572523375,0.5117528569504636,25.027027027027028,0.0,0.7063288711745888,0.5556160558634424,42,ENFORCED_MONOGAMY
51,1103,548,555,48,36,16,36,26,7,0.25208441831120276,0.1742936732879108,0.45669187192732896,0.4813201137215055,0.1879432624113475,0.15018315018315018,707.2727272727273,0.75,0.41795104261106075,0.032638259292837715,0.009149130832570906,3.5257363095760716,0.8048630384206599,0.619992432842799,16.209428830462375,0.5095084364277799,0.5111063908626307,23.444444444444443,0.0,0.7099675146227328,0.5599275971428763,42,ENFORCED_MONOGAMY
52,1123,561,562,52,31,16,47,30,18,0.25115149887000277,0.174581413921441,0.44594177445493943,0.46783792635568244,0.21724137931034482,0.18840579710144928,705.3571428571429,0.7647058823529411,0.40160284951024044,0.041852181656277826,0.01813236627379873,3.4589237192322653,0.8042130664469282,0.6192915891924596,16.292965271593946,0.5108082187711276,0.5090698068670853,23.677419354838708,0.0,0.7065406920301527,0.5418736930050709,42,ENFORCED_MONOGAMY
53,1146,567,579,57,32,11,36,40,21,0.24256545413775643,0.177350592414939,0.43845485817402574,0.4550701304371556,0.2191780821917808,0.19434628975265017,691.2280701754386,0.8382352941176471,0.39790575916230364,0.031413612565445025,0.020480854853072127,3.956948201045849,0.8011246450361296,0.6252930528779268,16.260907504363,0.5108735395408001,0.5098808748948189,25.3125,0.0,0.7440920325811106,0.5539523499579275,42,ENFORCED_MONOGAMY
54,1156,576,580,48,36,12,39,39,19,0.24233173638277083,0.1723188961269786,0.435056600527963,0.44596469658382376,0.2135593220338983,0.17667844522968199,698.2456140350878,0.8,0.4022491349480969,0.03373702422145329,0.008726003490401396,3.778750366901892,0.8056026124459195,0.628558841622222,16.310553633217992,0.5103634384980621,0.5098005514908283,26.083333333333332,0.0,0.7199914901238819,0.5525361375513486,42,ENFORCED_MONOGAMY
55,1161,582,579,42,35,14,39,34,12,0.24091096532265066,0.16132122910581104,0.43821444706805,0.4513897275754386,0.2080536912751678,0.16433566433566432,701.7241379310345,0.75,0.409130060292851,0.03359173126614987,0.004325259515570935,3.2793744593492993,0.8163692292934773,0.6264468277787533,16.554694229112833,0.5098575689933731,0.510336227224472,22.457142857142856,0.0,0.7046249785957437,0.5553403479095993,42,ENFORCED_MONOGAMY
56,1159,586,573,44,44,19,43,41,25,0.23595570820694922,0.1568046034996906,0.43264353824305135,0.448597501997561,0.2026578073089701,0.16370106761565836,708.6206896551724,0.6984126984126984,0.4098360655737705,0.03710094909404659,-0.0017226528854435831,3.3796373551700727,0.821017176928302,0.6252185803690811,16.775668679896462,0.5109263415304037,0.5099501963548766,21.681818181818183,0.0,0.6815133662713369,0.5510465151252121,42,ENFORCED_MONOGAMY
57,1161,587,574,49,45,16,43,34,14,0.2449412898115948,0.15822095842646755,0.45281077193939545,0.46624879459980706,0.23202614379084968,0.1702127659574468,724.1379310344827,0.7538461538461538,0.40396210163652024,0.037037037037037035,0.001725625539257981,3.0048158018982196,0.8196926125665124,0.6291799531449399,16.698535745047373,0.511597154577769,0.5107103330310393,27.133333333333333,0.0,0.6962376657284,0.5493745724889015,42,ENFORCED_MONOGAMY
58,1173,597,576,50,37,18,47,40,17,0.22892332038869956,0.15975442519164673,0.4679492761941708,0.48242807634739604,0.24437299035369775,0.1945392491467577,738.3333333333334,0.7352941176470589,0.40153452685422,0.040068201193520885,0.0103359173126615,3.701635348649754,0.8187833107201545,0.6298049311257959,16.73145780051151,0.5106757801647132,0.5102879552498923,25.54054054054054,0.0,0.698502659884538,0.5445670150070328,42,ENFORCED_MONOGAMY
59,1189,607,582,54,38,19,46,48,28,0.2454536016998108,0.16207640161173908,0.4612308735231454,0.47687228128582415,0.22402597402597402,0.17465753424657535,745.0,0.7397260273972602,0.40370058873002523,0.03868797308662742,0.013640238704177323,3.0853287326653285,0.8168262588473105,0.6315216110657768,16.705634987384357,0.5118137695685766,0.5100398994459098,26.05263157894737,0.0,0.7020041538930929,0.5469511994755885,42,ENFORCED_MONOGAMY
60,1175,598,577,32,44,17,51,40,19,0.2575474954364674,0.15125269639002625,0.46671546428153454,0.48094409440944097,0.20132013201320131,0.1527777777777778,762.7118644067797,0.6530612244897959,0.4136170212765957,0.04340425531914894,-0.011774600504625737,2.1785959486258673,0.826100115866024,0.6237524559642853,16.906382978723403,0.5132743094506432,0.5099805490305694,26.318181818181817,0.0,0.6469173767432957,0.5445028579101001,42,ENFORCED_MONOGAMY
